Variable,Label_ID,FS_Label_Name,Hemisphere,FS_Structure,Feature_Family
label60_log-sigma-5-0-mm-3D_glcm_Contrast,60,Right-VentralDC,RH,VentralDC,Texture – GLCM
label60_log-sigma-5-0-mm-3D_glcm_Idmn,60,Right-VentralDC,RH,VentralDC,Texture – GLCM
label60_log-sigma-5-0-mm-3D_glcm_DifferenceAverage,60,Right-VentralDC,RH,VentralDC,Texture – GLCM
label60_log-sigma-5-0-mm-3D_glcm_Id,60,Right-VentralDC,RH,VentralDC,Texture – GLCM
label49_wavelet-HLH_firstorder_90Percentile,49,Right-Thalamus-Proper*,RH,Thalamus-Proper*,First-order
label1022_log-sigma-1-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,1022,ctx-lh-postcentral,LH,postcentral,Texture – GLRLM
label1020_log-sigma-5-0-mm-3D_glrlm_RunEntropy,1020,ctx-lh-parstriangularis,LH,parstriangularis,Texture – GLRLM
label2034_wavelet-HLL_glrlm_LongRunEmphasis,2034,ctx-rh-transversetemporal,RH,transversetemporal,Texture – GLRLM
label1001_original_glrlm_ShortRunHighGrayLevelEmphasis,1001,ctx-lh-bankssts,LH,bankssts,Texture – GLRLM
label1001_original_glrlm_ShortRunEmphasis,1001,ctx-lh-bankssts,LH,bankssts,Texture – GLRLM
label1001_wavelet-LLL_glrlm_ShortRunEmphasis,1001,ctx-lh-bankssts,LH,bankssts,Texture – GLRLM
label1001_original_glrlm_ShortRunLowGrayLevelEmphasis,1001,ctx-lh-bankssts,LH,bankssts,Texture – GLRLM
label1001_wavelet-LLL_glrlm_ShortRunLowGrayLevelEmphasis,1001,ctx-lh-bankssts,LH,bankssts,Texture – GLRLM
label1001_wavelet-LLL_glrlm_ShortRunHighGrayLevelEmphasis,1001,ctx-lh-bankssts,LH,bankssts,Texture – GLRLM
label2002_wavelet-HHL_firstorder_RootMeanSquared,2002,ctx-rh-caudalanteriorcingulate,RH,caudalanteriorcingulate,First-order
label2034_wavelet-HLL_glrlm_ShortRunEmphasis,2034,ctx-rh-transversetemporal,RH,transversetemporal,Texture – GLRLM
label2010_wavelet-LLH_glcm_Correlation,2010,ctx-rh-isthmuscingulate,RH,isthmuscingulate,Texture – GLCM
label7_log-sigma-5-0-mm-3D_glrlm_RunLengthNonUniformity,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,Texture – GLRLM
label7_log-sigma-5-0-mm-3D_glcm_ClusterTendency,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,Texture – GLCM
label1027_wavelet-LHH_firstorder_Kurtosis,1027,ctx-lh-rostralmiddlefrontal,LH,rostralmiddlefrontal,First-order
label2017_wavelet-LLH_glrlm_LongRunEmphasis,2017,ctx-rh-paracentral,RH,paracentral,Texture – GLRLM
label50_wavelet-LLH_glcm_DifferenceVariance,50,Right-Caudate,RH,Caudate,Texture – GLCM
label1015_wavelet-LLH_glcm_SumAverage,1015,ctx-lh-middletemporal,LH,middletemporal,Texture – GLCM
label1015_wavelet-LLH_glcm_JointAverage,1015,ctx-lh-middletemporal,LH,middletemporal,Texture – GLCM
label41_wavelet-LLH_glrlm_LongRunEmphasis,41,Right-Cerebral-White-Matter,RH,Cerebral-White-Matter,Texture – GLRLM
label1022_log-sigma-3-0-mm-3D_glrlm_LongRunEmphasis,1022,ctx-lh-postcentral,LH,postcentral,Texture – GLRLM
label1015_wavelet-LLL_firstorder_Kurtosis,1015,ctx-lh-middletemporal,LH,middletemporal,First-order
label1015_wavelet-HLL_glcm_DifferenceVariance,1015,ctx-lh-middletemporal,LH,middletemporal,Texture – GLCM
label1019_wavelet-LLL_firstorder_Kurtosis,1019,ctx-lh-parsorbitalis,LH,parsorbitalis,First-order
label2020_log-sigma-1-0-mm-3D_glcm_SumSquares,2020,ctx-rh-parstriangularis,RH,parstriangularis,Texture – GLCM
label50_wavelet-LLH_glcm_DifferenceEntropy,50,Right-Caudate,RH,Caudate,Texture – GLCM
label53_wavelet-HLH_gldm_DependenceVariance,53,Right-Hippocampus,RH,Hippocampus,Texture – GLDM
label2029_wavelet-HHH_glcm_JointEntropy,2029,ctx-rh-superiorparietal,RH,superiorparietal,Texture – GLCM
label2018_wavelet-HHH_glcm_DifferenceEntropy,2018,ctx-rh-parsopercularis,RH,parsopercularis,Texture – GLCM
label2010_wavelet-LLH_glcm_ClusterProminence,2010,ctx-rh-isthmuscingulate,RH,isthmuscingulate,Texture – GLCM
label1012_log-sigma-1-0-mm-3D_gldm_DependenceNonUniformity,1012,ctx-lh-lateralorbitofrontal,LH,lateralorbitofrontal,Texture – GLDM
label47_wavelet-HLH_firstorder_InterquartileRange,47,Right-Cerebellum-Cortex,RH,Cerebellum-Cortex,First-order
label11_wavelet-HLH_glcm_MaximumProbability,11,Left-Caudate,LH,Caudate,Texture – GLCM
label1010_wavelet-LHH_firstorder_10Percentile,1010,ctx-lh-isthmuscingulate,LH,isthmuscingulate,First-order
label2035_log-sigma-5-0-mm-3D_glcm_JointEnergy,2035,ctx-rh-insula,RH,insula,Texture – GLCM
label1018_log-sigma-1-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,1018,ctx-lh-parsopercularis,LH,parsopercularis,Texture – GLSZM
label1018_log-sigma-1-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,1018,ctx-lh-parsopercularis,LH,parsopercularis,Texture – GLSZM
label2018_wavelet-HHH_glcm_Imc1,2018,ctx-rh-parsopercularis,RH,parsopercularis,Texture – GLCM
label2002_log-sigma-1-0-mm-3D_glcm_Correlation,2002,ctx-rh-caudalanteriorcingulate,RH,caudalanteriorcingulate,Texture – GLCM
label7_wavelet-HLH_gldm_DependenceNonUniformity,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,Texture – GLDM
label28_wavelet-LLH_gldm_HighGrayLevelEmphasis,28,Left-VentralDC,LH,VentralDC,Texture – GLDM
label28_wavelet-LLH_gldm_LowGrayLevelEmphasis,28,Left-VentralDC,LH,VentralDC,Texture – GLDM
label253_wavelet-LLH_glcm_SumEntropy,253,CC_Central,Midline/Other,CC_Central,Texture – GLCM
label7_wavelet-HHH_firstorder_10Percentile,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,First-order
label2035_log-sigma-1-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,2035,ctx-rh-insula,RH,insula,Texture – GLRLM
label254_wavelet-HHH_firstorder_RobustMeanAbsoluteDeviation,254,CC_Mid_Anterior,Midline/Other,CC_Mid_Anterior,First-order
label2002_log-sigma-1-0-mm-3D_glcm_MCC,2002,ctx-rh-caudalanteriorcingulate,RH,caudalanteriorcingulate,Texture – GLCM
label1030_original_gldm_LargeDependenceLowGrayLevelEmphasis,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLDM
label46_wavelet-HLH_firstorder_RobustMeanAbsoluteDeviation,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,First-order
label2030_wavelet-LLH_glrlm_RunLengthNonUniformity,2030,ctx-rh-superiortemporal,RH,superiortemporal,Texture – GLRLM
label2020_log-sigma-3-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,2020,ctx-rh-parstriangularis,RH,parstriangularis,Texture – GLDM
label1012_log-sigma-3-0-mm-3D_glszm_ZoneVariance,1012,ctx-lh-lateralorbitofrontal,LH,lateralorbitofrontal,Texture – GLSZM
label7_log-sigma-5-0-mm-3D_glcm_SumSquares,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,Texture – GLCM
label10_wavelet-HHH_firstorder_90Percentile,10,Left-Thalamus-Proper*,LH,Thalamus-Proper*,First-order
label2_wavelet-LHL_glcm_DifferenceEntropy,2,Left-Cerebral-White-Matter,LH,Cerebral-White-Matter,Texture – GLCM
label1010_wavelet-LHH_firstorder_MeanAbsoluteDeviation,1010,ctx-lh-isthmuscingulate,LH,isthmuscingulate,First-order
label2018_wavelet-HHH_glcm_DifferenceVariance,2018,ctx-rh-parsopercularis,RH,parsopercularis,Texture – GLCM
label1010_wavelet-LLH_glcm_DifferenceVariance,1010,ctx-lh-isthmuscingulate,LH,isthmuscingulate,Texture – GLCM
label2023_wavelet-HLL_gldm_DependenceVariance,2023,ctx-rh-posteriorcingulate,RH,posteriorcingulate,Texture – GLDM
label2002_wavelet-LLH_glrlm_RunLengthNonUniformityNormalized,2002,ctx-rh-caudalanteriorcingulate,RH,caudalanteriorcingulate,Texture – GLRLM
label1035_wavelet-LHL_glrlm_GrayLevelVariance,1035,ctx-lh-insula,LH,insula,Texture – GLRLM
label1035_wavelet-LHL_glrlm_GrayLevelNonUniformityNormalized,1035,ctx-lh-insula,LH,insula,Texture – GLRLM
label1024_wavelet-HLL_gldm_DependenceNonUniformityNormalized,1024,ctx-lh-precentral,LH,precentral,Texture – GLDM
label2023_wavelet-LLH_glcm_DifferenceEntropy,2023,ctx-rh-posteriorcingulate,RH,posteriorcingulate,Texture – GLCM
label49_wavelet-LLH_glcm_JointEntropy,49,Right-Thalamus-Proper*,RH,Thalamus-Proper*,Texture – GLCM
label8_wavelet-HLH_firstorder_InterquartileRange,8,Left-Cerebellum-Cortex,LH,Cerebellum-Cortex,First-order
label2029_wavelet-HHH_glcm_Imc1,2029,ctx-rh-superiorparietal,RH,superiorparietal,Texture – GLCM
label58_wavelet-LHH_firstorder_MeanAbsoluteDeviation,58,Right-Accumbens-area,RH,Accumbens-area,First-order
label1010_wavelet-HHH_firstorder_TotalEnergy,1010,ctx-lh-isthmuscingulate,LH,isthmuscingulate,First-order
label1010_wavelet-HHH_firstorder_Energy,1010,ctx-lh-isthmuscingulate,LH,isthmuscingulate,First-order
label50_wavelet-HLH_firstorder_Maximum,50,Right-Caudate,RH,Caudate,First-order
label2015_wavelet-LLH_firstorder_Median,2015,ctx-rh-middletemporal,RH,middletemporal,First-order
label43_wavelet-LHL_glcm_Imc1,43,Right-Lateral-Ventricle,RH,Lateral-Ventricle,Texture – GLCM
label2014_wavelet-LHL_glcm_Imc1,2014,ctx-rh-medialorbitofrontal,RH,medialorbitofrontal,Texture – GLCM
label2012_log-sigma-1-0-mm-3D_glcm_Autocorrelation,2012,ctx-rh-lateralorbitofrontal,RH,lateralorbitofrontal,Texture – GLCM
label2029_wavelet-HHH_glcm_DifferenceVariance,2029,ctx-rh-superiorparietal,RH,superiorparietal,Texture – GLCM
label252_wavelet-HLH_firstorder_10Percentile,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,First-order
label1015_log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,1015,ctx-lh-middletemporal,LH,middletemporal,Texture – GLDM
label2030_wavelet-HLL_glrlm_LowGrayLevelRunEmphasis,2030,ctx-rh-superiortemporal,RH,superiortemporal,Texture – GLRLM
label2030_wavelet-HLL_glrlm_HighGrayLevelRunEmphasis,2030,ctx-rh-superiortemporal,RH,superiortemporal,Texture – GLRLM
label1024_wavelet-HLL_glcm_Idm,1024,ctx-lh-precentral,LH,precentral,Texture – GLCM
label1024_wavelet-HLL_glcm_Idn,1024,ctx-lh-precentral,LH,precentral,Texture – GLCM
label1024_wavelet-HLL_glcm_Idmn,1024,ctx-lh-precentral,LH,precentral,Texture – GLCM
label2018_wavelet-LHH_glcm_MCC,2018,ctx-rh-parsopercularis,RH,parsopercularis,Texture – GLCM
label1024_wavelet-HLL_glcm_InverseVariance,1024,ctx-lh-precentral,LH,precentral,Texture – GLCM
label1011_original_glrlm_RunVariance,1011,ctx-lh-lateraloccipital,LH,lateraloccipital,Texture – GLRLM
label2029_wavelet-HHH_glcm_JointEnergy,2029,ctx-rh-superiorparietal,RH,superiorparietal,Texture – GLCM
label28_wavelet-LHL_glcm_DifferenceVariance,28,Left-VentralDC,LH,VentralDC,Texture – GLCM
label1024_wavelet-HLL_glcm_Id,1024,ctx-lh-precentral,LH,precentral,Texture – GLCM
label1024_wavelet-HLL_glcm_Contrast,1024,ctx-lh-precentral,LH,precentral,Texture – GLCM
label1024_wavelet-HLL_glcm_DifferenceAverage,1024,ctx-lh-precentral,LH,precentral,Texture – GLCM
label1011_wavelet-LLL_glrlm_RunVariance,1011,ctx-lh-lateraloccipital,LH,lateraloccipital,Texture – GLRLM
label2001_original_glrlm_RunEntropy,2001,ctx-rh-bankssts,RH,bankssts,Texture – GLRLM
label2001_wavelet-LLL_glrlm_RunEntropy,2001,ctx-rh-bankssts,RH,bankssts,Texture – GLRLM
label1002_wavelet-HLL_glcm_Autocorrelation,1002,ctx-lh-caudalanteriorcingulate,LH,caudalanteriorcingulate,Texture – GLCM
label43_wavelet-LLH_firstorder_Range,43,Right-Lateral-Ventricle,RH,Lateral-Ventricle,First-order
label2030_log-sigma-1-0-mm-3D_firstorder_Uniformity,2030,ctx-rh-superiortemporal,RH,superiortemporal,First-order
label2030_log-sigma-1-0-mm-3D_firstorder_Entropy,2030,ctx-rh-superiortemporal,RH,superiortemporal,First-order
label2030_log-sigma-1-0-mm-3D_gldm_GrayLevelVariance,2030,ctx-rh-superiortemporal,RH,superiortemporal,Texture – GLDM
label2034_wavelet-HLL_glrlm_RunPercentage,2034,ctx-rh-transversetemporal,RH,transversetemporal,Texture – GLRLM
label2029_wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,2029,ctx-rh-superiorparietal,RH,superiorparietal,Texture – GLRLM
label2029_wavelet-HLH_glrlm_GrayLevelVariance,2029,ctx-rh-superiorparietal,RH,superiorparietal,Texture – GLRLM
label2029_wavelet-HHH_glcm_DifferenceEntropy,2029,ctx-rh-superiorparietal,RH,superiorparietal,Texture – GLCM
label1002_log-sigma-1-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,1002,ctx-lh-caudalanteriorcingulate,LH,caudalanteriorcingulate,Texture – GLRLM
label63_wavelet-LLH_firstorder_10Percentile,63,Right-choroid-plexus,RH,choroid-plexus,First-order
label2001_wavelet-HLH_firstorder_RobustMeanAbsoluteDeviation,2001,ctx-rh-bankssts,RH,bankssts,First-order
label50_wavelet-LLH_glrlm_LongRunEmphasis,50,Right-Caudate,RH,Caudate,Texture – GLRLM
label1030_wavelet-HHH_firstorder_Energy,1030,ctx-lh-superiortemporal,LH,superiortemporal,First-order
label2001_original_firstorder_Kurtosis,2001,ctx-rh-bankssts,RH,bankssts,First-order
label1010_wavelet-LHH_firstorder_90Percentile,1010,ctx-lh-isthmuscingulate,LH,isthmuscingulate,First-order
label1030_wavelet-HHH_firstorder_TotalEnergy,1030,ctx-lh-superiortemporal,LH,superiortemporal,First-order
label17_wavelet-HLL_gldm_LargeDependenceEmphasis,17,Left-Hippocampus,LH,Hippocampus,Texture – GLDM
label1026_log-sigma-1-0-mm-3D_glcm_ClusterShade,1026,ctx-lh-rostralanteriorcingulate,LH,rostralanteriorcingulate,Texture – GLCM
label1002_wavelet-LHH_firstorder_MeanAbsoluteDeviation,1002,ctx-lh-caudalanteriorcingulate,LH,caudalanteriorcingulate,First-order
label1028_wavelet-HLL_glszm_LargeAreaHighGrayLevelEmphasis,1028,ctx-lh-superiorfrontal,LH,superiorfrontal,Texture – GLSZM
label1015_wavelet-LLH_gldm_LowGrayLevelEmphasis,1015,ctx-lh-middletemporal,LH,middletemporal,Texture – GLDM
label53_wavelet-HLL_glrlm_LongRunEmphasis,53,Right-Hippocampus,RH,Hippocampus,Texture – GLRLM
label1015_wavelet-LLH_gldm_HighGrayLevelEmphasis,1015,ctx-lh-middletemporal,LH,middletemporal,Texture – GLDM
label1011_log-sigma-5-0-mm-3D_glrlm_RunPercentage,1011,ctx-lh-lateraloccipital,LH,lateraloccipital,Texture – GLRLM
label1001_original_glrlm_RunVariance,1001,ctx-lh-bankssts,LH,bankssts,Texture – GLRLM
label1023_wavelet-LLH_glcm_DifferenceVariance,1023,ctx-lh-posteriorcingulate,LH,posteriorcingulate,Texture – GLCM
label1001_wavelet-LLL_glrlm_RunVariance,1001,ctx-lh-bankssts,LH,bankssts,Texture – GLRLM
label2028_log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,2028,ctx-rh-superiorfrontal,RH,superiorfrontal,Texture – GLDM
label1024_wavelet-HLH_glcm_MCC,1024,ctx-lh-precentral,LH,precentral,Texture – GLCM
label2034_wavelet-LLH_glrlm_ShortRunLowGrayLevelEmphasis,2034,ctx-rh-transversetemporal,RH,transversetemporal,Texture – GLRLM
label8_wavelet-LLH_glrlm_LongRunEmphasis,8,Left-Cerebellum-Cortex,LH,Cerebellum-Cortex,Texture – GLRLM
label2034_wavelet-LLH_gldm_SmallDependenceEmphasis,2034,ctx-rh-transversetemporal,RH,transversetemporal,Texture – GLDM
label24_wavelet-LLH_firstorder_Range,24,CSF,Midline/Other,CSF,First-order
label18_wavelet-HHH_firstorder_RobustMeanAbsoluteDeviation,18,Left-Amygdala,LH,Amygdala,First-order
label1034_log-sigma-1-0-mm-3D_glcm_DifferenceEntropy,1034,ctx-lh-transversetemporal,LH,transversetemporal,Texture – GLCM
label1015_wavelet-LLH_glcm_DifferenceEntropy,1015,ctx-lh-middletemporal,LH,middletemporal,Texture – GLCM
label1023_wavelet-LLH_glrlm_RunPercentage,1023,ctx-lh-posteriorcingulate,LH,posteriorcingulate,Texture – GLRLM
label1003_wavelet-LLH_glcm_ClusterShade,1003,ctx-lh-caudalmiddlefrontal,LH,caudalmiddlefrontal,Texture – GLCM
label1034_log-sigma-1-0-mm-3D_glcm_DifferenceVariance,1034,ctx-lh-transversetemporal,LH,transversetemporal,Texture – GLCM
label2001_wavelet-HLH_firstorder_10Percentile,2001,ctx-rh-bankssts,RH,bankssts,First-order
label2018_wavelet-LHH_glcm_Imc2,2018,ctx-rh-parsopercularis,RH,parsopercularis,Texture – GLCM
label1023_wavelet-LHH_firstorder_Skewness,1023,ctx-lh-posteriorcingulate,LH,posteriorcingulate,First-order
label1031_wavelet-LLH_glcm_ClusterProminence,1031,ctx-lh-supramarginal,LH,supramarginal,Texture – GLCM
label1024_wavelet-HLH_glcm_Imc2,1024,ctx-lh-precentral,LH,precentral,Texture – GLCM
label1022_wavelet-HLL_glszm_SizeZoneNonUniformityNormalized,1022,ctx-lh-postcentral,LH,postcentral,Texture – GLSZM
label1028_log-sigma-3-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,1028,ctx-lh-superiorfrontal,LH,superiorfrontal,Texture – GLDM
label2026_wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis,2026,ctx-rh-rostralanteriorcingulate,RH,rostralanteriorcingulate,Texture – GLRLM
label11_wavelet-HHH_firstorder_RootMeanSquared,11,Left-Caudate,LH,Caudate,First-order
label254_wavelet-LLL_firstorder_InterquartileRange,254,CC_Mid_Anterior,Midline/Other,CC_Mid_Anterior,First-order
label2030_log-sigma-1-0-mm-3D_firstorder_Skewness,2030,ctx-rh-superiortemporal,RH,superiortemporal,First-order
label2017_wavelet-LHL_gldm_LargeDependenceLowGrayLevelEmphasis,2017,ctx-rh-paracentral,RH,paracentral,Texture – GLDM
label1003_wavelet-LLH_glcm_Imc2,1003,ctx-lh-caudalmiddlefrontal,LH,caudalmiddlefrontal,Texture – GLCM
label11_wavelet-HHH_firstorder_Variance,11,Left-Caudate,LH,Caudate,First-order
label1003_wavelet-LLH_glcm_MaximumProbability,1003,ctx-lh-caudalmiddlefrontal,LH,caudalmiddlefrontal,Texture – GLCM
label2034_wavelet-LLH_glrlm_LongRunEmphasis,2034,ctx-rh-transversetemporal,RH,transversetemporal,Texture – GLRLM
label1022_wavelet-HHH_glrlm_ShortRunHighGrayLevelEmphasis,1022,ctx-lh-postcentral,LH,postcentral,Texture – GLRLM
label7_log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformity,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,Texture – GLSZM
label2001_wavelet-LLL_gldm_LargeDependenceEmphasis,2001,ctx-rh-bankssts,RH,bankssts,Texture – GLDM
label2001_original_gldm_LargeDependenceLowGrayLevelEmphasis,2001,ctx-rh-bankssts,RH,bankssts,Texture – GLDM
label2001_wavelet-LLL_gldm_LargeDependenceLowGrayLevelEmphasis,2001,ctx-rh-bankssts,RH,bankssts,Texture – GLDM
label2001_wavelet-LLL_gldm_LargeDependenceHighGrayLevelEmphasis,2001,ctx-rh-bankssts,RH,bankssts,Texture – GLDM
label2001_original_gldm_LargeDependenceEmphasis,2001,ctx-rh-bankssts,RH,bankssts,Texture – GLDM
label2001_original_gldm_LargeDependenceHighGrayLevelEmphasis,2001,ctx-rh-bankssts,RH,bankssts,Texture – GLDM
label2034_wavelet-HLL_glrlm_RunLengthNonUniformityNormalized,2034,ctx-rh-transversetemporal,RH,transversetemporal,Texture – GLRLM
label1011_wavelet-LHH_glrlm_ShortRunLowGrayLevelEmphasis,1011,ctx-lh-lateraloccipital,LH,lateraloccipital,Texture – GLRLM
label41_wavelet-HLL_glrlm_ShortRunHighGrayLevelEmphasis,41,Right-Cerebral-White-Matter,RH,Cerebral-White-Matter,Texture – GLRLM
label2_wavelet-LLH_glrlm_RunEntropy,2,Left-Cerebral-White-Matter,LH,Cerebral-White-Matter,Texture – GLRLM
label1030_wavelet-HHH_glrlm_LongRunHighGrayLevelEmphasis,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLRLM
label2002_wavelet-HHL_firstorder_10Percentile,2002,ctx-rh-caudalanteriorcingulate,RH,caudalanteriorcingulate,First-order
label2023_wavelet-LLH_gldm_DependenceNonUniformityNormalized,2023,ctx-rh-posteriorcingulate,RH,posteriorcingulate,Texture – GLDM
label7_log-sigma-5-0-mm-3D_glcm_SumEntropy,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,Texture – GLCM
label28_log-sigma-5-0-mm-3D_gldm_GrayLevelNonUniformity,28,Left-VentralDC,LH,VentralDC,Texture – GLDM
label11_wavelet-LLH_gldm_DependenceVariance,11,Left-Caudate,LH,Caudate,Texture – GLDM
label1014_wavelet-LHL_glcm_JointAverage,1014,ctx-lh-medialorbitofrontal,LH,medialorbitofrontal,Texture – GLCM
label1014_wavelet-LHL_glcm_SumAverage,1014,ctx-lh-medialorbitofrontal,LH,medialorbitofrontal,Texture – GLCM
label8_wavelet-LHL_glcm_Imc1,8,Left-Cerebellum-Cortex,LH,Cerebellum-Cortex,Texture – GLCM
label1028_wavelet-LLH_glrlm_RunVariance,1028,ctx-lh-superiorfrontal,LH,superiorfrontal,Texture – GLRLM
label14_wavelet-LHL_firstorder_RobustMeanAbsoluteDeviation,14,3rd-Ventricle,Midline/Other,3rd-Ventricle,First-order
label1001_wavelet-HHH_glrlm_RunPercentage,1001,ctx-lh-bankssts,LH,bankssts,Texture – GLRLM
label2030_log-sigma-1-0-mm-3D_glcm_SumSquares,2030,ctx-rh-superiortemporal,RH,superiortemporal,Texture – GLCM
label58_wavelet-LLH_firstorder_Range,58,Right-Accumbens-area,RH,Accumbens-area,First-order
label2014_wavelet-LLH_firstorder_Median,2014,ctx-rh-medialorbitofrontal,RH,medialorbitofrontal,First-order
label1002_wavelet-HLL_glcm_ClusterShade,1002,ctx-lh-caudalanteriorcingulate,LH,caudalanteriorcingulate,Texture – GLCM
label252_wavelet-HLH_firstorder_TotalEnergy,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,First-order
label2035_log-sigma-1-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,2035,ctx-rh-insula,RH,insula,Texture – GLRLM
label1022_wavelet-LHH_gldm_SmallDependenceEmphasis,1022,ctx-lh-postcentral,LH,postcentral,Texture – GLDM
label252_wavelet-HLH_firstorder_Energy,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,First-order
label1024_wavelet-LLH_glrlm_RunLengthNonUniformity,1024,ctx-lh-precentral,LH,precentral,Texture – GLRLM
label2030_wavelet-HLL_glrlm_GrayLevelNonUniformityNormalized,2030,ctx-rh-superiortemporal,RH,superiortemporal,Texture – GLRLM
label2030_wavelet-HLL_glrlm_GrayLevelVariance,2030,ctx-rh-superiortemporal,RH,superiortemporal,Texture – GLRLM
label1020_log-sigma-1-0-mm-3D_firstorder_Uniformity,1020,ctx-lh-parstriangularis,LH,parstriangularis,First-order
label1020_log-sigma-1-0-mm-3D_gldm_GrayLevelVariance,1020,ctx-lh-parstriangularis,LH,parstriangularis,Texture – GLDM
label1020_log-sigma-1-0-mm-3D_firstorder_Entropy,1020,ctx-lh-parstriangularis,LH,parstriangularis,First-order
label2015_log-sigma-1-0-mm-3D_glcm_MaximumProbability,2015,ctx-rh-middletemporal,RH,middletemporal,Texture – GLCM
label1035_log-sigma-5-0-mm-3D_firstorder_MeanAbsoluteDeviation,1035,ctx-lh-insula,LH,insula,First-order
label8_wavelet-LLH_gldm_SmallDependenceEmphasis,8,Left-Cerebellum-Cortex,LH,Cerebellum-Cortex,Texture – GLDM
